Gene Symbol;CMVnull_1;CMVnull_2;CMVnull_3;CMVnull_4;CMVnull_5;GATA6_1;GATA6_2;GATA6_3;GATA6_4;GATA6_5;GATA6_6;GATA6_7
C17orf97 ;6.547786;6.338898;6.417113;6.47108;6.487905;6.615985;6.689222;6.772464;6.529637;6.674928;6.059227;6.6453
PDPK1 ;6.121379;6.396829;6.233731;6.226371;6.411102;6.468952;6.356272;6.42628;6.557494;6.84724;5.909478;6.344837
ALKBH5 ;8.239242;8.303835;8.268483;8.135445;8.315969;8.551186;8.54617;8.413308;8.503534;8.535166;8.280315;8.454193
EXOC2 ;7.686468;7.679049;7.685521;7.768613;7.575746;7.954041;7.962132;8.117602;7.801802;7.834193;7.564435;7.827209
FBN2 ;8.945615;8.813254;8.812318;8.823572;8.788627;9.176467;9.039816;8.96526;9.031494;9.111539;8.784426;9.118286
C7orf34 ;4.860168;4.596351;4.013883;5.065631;5.133955;4.803953;5.039018;5.428672;4.847202;5.166099;4.557282;4.930112
MEPCE ;7.659985;7.63005;7.611656;7.475955;7.565271;7.839037;7.947494;7.614957;7.873294;7.949278;7.404838;7.697015
LAMTOR1 ;6.386317;6.467867;6.507167;6.323737;6.51076;6.783995;6.529537;6.484341;6.828351;6.662257;6.319723;6.806299
NICN1 ;6.841048;7.118343;7.131645;6.98745;7.009765;7.300819;7.515312;7.118659;7.260208;7.344172;7.201673;7.344395
ADAM10 ;10.13727;10.213;10.27206;10.28852;10.20569;10.41684;10.47963;10.45747;10.39875;10.59164;10.21559;10.45094
RHOT1 ;8.850054;8.897136;8.888773;8.846524;8.680365;9.100221;9.044771;9.236076;8.983603;9.106796;8.857136;9.052217
OTTHUMG00000172523  // RP11-108K3.4 ;4.917504;5.04885;5.108051;4.538347;5.155899;5.083006;5.093314;5.199554;5.50311;5.316745;5.058122;5.357103
LBR ;6.872311;6.590981;6.868853;6.980434;6.76413;7.200317;6.95111;7.250504;6.970621;7.110034;6.75343;6.950485
TRIM4 ;7.183116;7.318454;7.333434;7.395018;7.377146;7.589329;7.600606;7.855051;7.467478;7.597814;7.224285;7.330078
COPS8 ;8.32722;8.595706;8.370514;8.448215;8.410556;8.714228;8.502986;9.010096;8.592014;8.613641;8.356576;8.693896
RBM22 ;7.858178;7.817823;7.848808;7.871313;7.852871;8.168757;8.070832;8.131244;8.097585;8.067058;7.801013;7.962706
MIIP ;6.690372;6.752771;6.918047;6.667225;6.871353;7.041783;6.883102;6.813133;7.159693;7.091437;6.768983;7.30658
PPIP5K1 ;7.124444;7.207332;7.064607;7.04693;7.149693;7.370394;7.517928;7.462067;7.265391;7.379059;7.072921;7.199335
LOC653513 ;5.553231;5.682485;5.218768;5.789829;6.125067;5.758286;6.078421;5.853175;6.153794;6.164491;5.698359;5.87404
MEIS1 ;5.972697;6.054639;5.940463;6.063013;6.016984;6.237096;6.192188;6.452718;6.172455;6.245138;6.072309;6.326396
TMEM47 ;9.837838;9.923635;9.931227;9.875122;9.907006;10.13135;10.13563;10.30407;10.07495;10.084;9.757485;10.01342
SPEN ;8.244144;8.090404;8.258941;8.182587;8.027911;8.337942;8.495522;8.565816;8.279498;8.366385;8.179125;8.481357
BACH1-IT2 ;4.337236;4.180968;4.288979;4.055099;3.343305;4.815242;4.267439;4.292524;4.19916;4.488878;4.237058;4.323097
ZNF567 ;6.035236;5.579045;5.72137;6.048043;5.721498;6.288141;6.16032;6.828977;5.896772;5.830124;5.636457;5.710451
NOMO2 ;11.07666;11.10703;11.11289;11.06631;11.06841;11.33676;11.40757;11.13853;11.32568;11.42094;11.07801;11.37443
ZNF638-IT1 ;4.787653;4.981627;5.265833;4.584958;4.660094;5.257904;5.101566;5.35324;5.338702;4.881288;4.773918;4.915171
SLCO3A1 ;6.949336;7.051675;6.9851;6.983411;7.041057;7.268097;7.162264;7.384214;7.192588;7.335455;6.951551;7.123889
SLC35A5 ;8.478129;8.582193;8.658873;8.636777;8.50171;8.870184;8.891174;9.036228;8.634432;8.708337;8.386447;8.706836
MFSD1 ;4.567765;4.302884;4.468321;4.551188;4.330698;4.672354;4.741131;5.086101;4.653602;4.558799;4.332678;4.517413
C10orf114 ;5.747386;5.999041;5.770133;5.992721;5.801311;6.067783;6.089417;6.160267;6.028826;6.574642;5.908848;5.985033
SLC2A12 ;5.888151;5.595379;5.442243;5.131697;5.710294;5.978269;5.578124;6.316345;5.679396;5.846623;5.446842;5.682914
TAF15 ;9.463229;9.384399;9.369243;9.288668;9.381666;9.563148;9.640511;9.870747;9.576909;9.664365;9.378407;9.497333
ASIC1 ;5.087121;5.455341;5.229053;4.898406;5.291528;5.42126;5.523037;5.712546;5.195225;5.52909;5.214427;5.497126
LRRC2 ;4.830923;4.204515;5.17206;4.88068;5.378985;5.221353;4.967746;5.12204;5.002047;5.599512;4.526824;5.099499
CHST15 ;6.664991;6.790443;6.790971;6.736942;6.680833;6.936588;7.13226;7.210815;6.794097;7.005651;6.734391;6.898527
CTNS ;6.91232;7.037121;6.707024;6.93074;6.926957;7.335087;6.984103;7.062686;7.104763;7.314831;6.860049;7.172215
LUZP2 ;4.288783;4.484911;4.32762;4.415125;4.324977;4.720282;4.594346;4.722267;4.557549;4.473539;4.171716;4.508514
SETD4 ;4.807917;4.937176;4.697617;4.641606;4.631234;4.994934;5.006523;5.068905;4.938979;5.083846;4.7074;4.879527
LUC7L ;7.148673;7.232084;7.04969;7.198643;6.875518;7.527938;7.186043;7.679456;7.262921;7.416849;7.06889;7.186625
SIAE ;8.097675;8.19793;8.275721;8.189005;8.125909;8.472906;8.354054;8.453985;8.353681;8.468846;8.152849;8.408901
TOR1AIP2 ;8.775979;8.634603;8.989573;8.759903;8.730167;9.042509;9.082579;9.314255;8.980844;9.038626;8.947675;8.989292
RWDD2A ;7.132269;7.115451;7.110766;7.004461;6.860189;7.290246;7.336351;7.561272;7.102347;7.337967;7.072113;7.274614
CHD3 ;9.194613;9.091108;9.161114;9.077753;9.175843;9.385231;9.425888;9.44022;9.335886;9.455127;9.215309;9.338409
TMEM217 ;5.630752;5.495605;5.403721;5.439973;5.754983;5.559924;5.894619;5.719995;5.742671;5.852417;5.236496;5.854492
RHBDD3 ;5.201707;5.319575;5.067135;5.448946;5.265077;5.304409;5.633121;5.522142;5.585205;5.46579;5.415248;5.904743
FLJ16124 ;4.441298;4.604989;4.445202;4.706696;4.288293;5.216307;4.814441;4.73934;4.966166;4.716462;4.756672;4.553328
FZD1 ;5.258277;5.431686;5.44092;5.483604;5.416459;5.862504;5.438814;5.73138;5.633568;5.693648;5.227661;5.51563
GUSBP11 ;5.692679;5.703825;5.54859;5.051383;5.345092;6.023883;5.758934;5.680308;5.64624;5.955303;5.675295;5.728791
PRPH2 ;5.234327;5.053923;4.98919;4.811047;5.292611;5.410798;5.466368;5.326317;5.386155;5.415623;5.245462;5.25854
DGCR2 ;7.442037;7.614425;7.649571;7.499281;7.511839;7.971948;7.941972;7.596979;7.595892;7.906543;7.430781;7.761659
LOC100507162 ;4.072562;4.154636;4.275963;4.308122;4.589526;4.662479;4.783093;4.649753;4.226487;4.891829;4.315005;4.30317
TLE3 ;6.294311;6.500345;6.417572;6.275078;6.373718;6.635324;6.655177;6.645543;6.665853;6.64719;6.395896;6.509684
CTBP1-AS2 ;6.004851;5.871274;5.987806;5.839105;6.053424;6.167183;6.221954;6.144254;6.260554;6.089886;5.83757;6.22886
RSRC2 ;6.962367;6.740467;6.792275;6.944985;6.786428;7.138213;7.020582;7.495743;7.093615;6.975913;7.001767;7.163142
KIAA0753 ;7.99585;8.023994;7.807351;7.83074;7.840752;8.182322;8.103959;8.523299;8.032797;8.190991;7.986967;8.091069
FNBP4 ;7.885793;7.734324;7.824131;7.767015;7.50738;7.990543;8.043218;8.186266;7.965647;7.9734;7.843196;7.984871
TENM4 ;7.25831;7.244114;6.960913;7.248156;7.142878;7.057262;6.763526;6.956547;6.609793;7.056785;7.304442;6.753409
SREK1IP1 ;6.171119;5.981938;6.18533;6.210398;5.955451;5.812915;5.903006;5.88018;5.68693;5.700346;6.01025;5.684208
OTTHUMG00000009067  // RP5-1044H5.1 ;4.571857;5.148283;4.311891;4.791079;4.638227;4.142577;4.274044;4.206669;4.577911;4.473659;4.640367;4.307472
YIF1A ;9.149802;9.158945;9.016931;9.075963;9.151423;9.019772;8.904078;8.583497;8.777613;8.852958;9.177321;8.730581
PRKD1 ;7.228487;7.132305;7.120061;7.060396;6.977454;6.864876;7.052692;6.86003;6.370002;6.5756;7.008528;6.789083
RPS18 ;7.511919;7.469928;7.569438;7.587874;7.491743;7.378412;7.151831;7.048411;7.297037;7.226209;7.719801;7.391346
SNX24 ;6.336631;6.369961;6.155002;6.29163;6.14298;5.986444;5.983214;6.155804;5.87102;5.886238;6.346535;5.931875
RASA3 ;8.470987;8.609371;8.379659;8.53438;8.474164;8.323571;8.344254;8.205274;8.105972;8.29802;8.660199;7.970637
DHFRL1 ;5.140917;5.435472;5.198642;5.290424;5.332253;5.341713;4.636693;4.943042;5.209423;4.987462;5.283181;4.361001
SLC25A1 ;9.062434;9.138145;9.050347;8.960379;9.106592;8.921902;8.778419;8.407408;8.825949;8.791283;9.088957;8.78886
LOC100132352 ;6.213405;5.796175;6.02663;6.197251;5.954312;5.720387;5.949253;5.547608;5.451421;5.873231;6.098545;5.757325
NEXN ;8.854379;8.73474;8.762031;8.851435;8.687006;8.471674;8.415409;8.526236;8.498072;8.276038;8.625231;8.525362
LOC100128881 ;5.045602;5.310424;5.473081;5.382357;5.435754;5.252213;4.568206;4.852952;5.153662;5.193924;5.267766;4.804077
SESTD1 ;9.084951;9.199216;9.149271;9.211138;8.938024;8.875735;8.823841;8.952823;8.778693;8.730416;9.187519;8.812369
CD164L2 ;4.99028;4.886154;4.480054;5.040214;4.331051;4.307396;4.295858;4.515035;4.463686;4.144024;4.636645;4.527218
SNORA34 ;10.36091;9.996496;10.13368;10.31571;10.06404;9.948846;10.14347;9.125862;9.873389;9.977038;10.43604;10.00376
RBM3 ;7.186481;7.339149;7.298697;7.364374;7.19512;7.063459;6.995875;6.985267;7.013736;6.989748;7.314898;6.924989
SNORD115-39 ;6.895676;6.715456;6.422565;6.628451;6.515871;6.430307;6.431698;5.778621;6.291716;6.487889;6.680136;6.356626
ATP5I ;9.042299;8.910848;8.921169;9.016216;8.888215;8.669919;8.76896;8.43294;8.762453;8.667198;8.972018;8.64607
TRPA1 ;5.021305;5.406395;5.147212;4.582163;4.726953;4.750748;4.609242;4.810039;4.674231;4.596224;5.09967;4.436893
OTTHUMG00000158412  // RP11-864N7.2 ;12.71894;12.52863;12.5619;12.57034;12.5261;12.43413;12.17981;11.88002;12.31558;12.31701;12.54414;12.39503
SNORD116-30 ;6.054338;5.06816;5.58699;5.661272;5.783862;5.561517;5.495563;4.887704;5.379796;4.920867;6.130414;5.648054
FGF2 ;10.91919;11.00828;10.89795;10.97605;10.87596;10.61784;10.65643;10.84266;10.58727;10.68851;11.01265;10.51312
ZDHHC2 ;8.099344;8.272972;8.130552;8.236266;8.191978;8.021;7.93119;7.973089;7.751724;7.88638;8.241794;7.837247
PRPF31 ;7.909924;7.997261;8.109122;8.155916;7.907718;7.710029;7.683421;7.699372;7.782581;7.813556;8.151814;7.757987
MIR3147 ;6.111894;6.217968;6.081434;6.193145;5.9361;5.092766;5.831274;6.03044;5.696552;5.67392;6.131546;6.151439
SGPL1 ;7.565361;7.663373;7.564458;7.724931;7.63192;7.408428;7.447766;7.381822;7.083911;7.315948;7.615666;7.317769
MCM6 ;7.066901;6.963573;6.922871;6.948463;6.956392;6.909197;6.797537;6.615697;6.513141;6.642591;7.061079;6.609637
CT47A6 ;5.202739;5.518528;5.188729;5.257681;5.54723;5.013191;4.754883;4.795217;5.356064;4.896194;5.450135;5.288752
RPL24 ;8.916524;8.945737;8.936901;9.020415;8.946031;8.716227;8.70805;8.428508;8.71902;8.620621;8.952038;8.746698
TSTA3 ;7.623359;7.531472;7.648745;7.575523;7.569651;7.34997;7.316576;6.995893;7.310223;7.349351;7.566059;7.375963
MRPS28 ;6.774745;6.119774;6.444706;6.661399;6.550725;6.338607;6.06688;6.26559;6.100836;6.333282;6.726488;6.166919
RNA5SP134 ;7.627896;7.141008;7.804106;7.579102;7.763136;7.244334;7.317132;5.765102;7.565754;7.691834;7.647794;7.226704
CWC27 ;7.601056;7.557069;7.662333;7.808081;7.628463;7.453518;7.27133;7.618085;7.24045;7.175093;7.622915;7.242316
FOXP1-IT1 ;5.014203;4.608564;5.041551;4.881238;4.923269;4.547631;4.940083;4.453331;4.476077;4.472004;5.033384;4.641422
CBR4 ;6.850204;6.398704;6.776998;6.946088;6.423897;7.174654;7.001519;7.00314;6.918628;6.910559;6.757895;6.806962
TDRD7 ;6.319692;6.226676;6.334921;6.358613;6.307723;6.627861;6.768037;6.753754;6.485302;6.483977;6.40242;6.375116
MIR769 ;4.01415;4.278825;4.073542;4.40759;4.147158;4.135582;4.380079;5.080088;4.35347;4.656318;4.270239;4.383781
TMEM213 ;4.266034;3.853842;4.394108;4.216847;4.287274;4.675377;4.498832;4.550888;4.301222;4.141876;4.028277;4.56746
APPBP2 ;9.392153;9.438147;9.432713;9.516022;9.382991;9.71664;9.6391;9.820171;9.550618;9.670414;9.308132;9.555468
TTC18 ;4.336371;4.631021;4.505728;4.653329;4.327455;4.666864;4.874276;4.691168;4.89308;4.460855;4.54375;5.070477
ANO9 ;4.683351;4.782429;4.872979;4.388275;4.452869;4.858797;5.044734;5.000414;4.72676;5.006264;4.955699;5.18701
AKR1C1 ;4.89698;4.856663;4.196332;4.280705;5.048806;5.129844;4.852449;4.811377;4.769953;4.985398;4.308346;4.887403
UBL3 ;8.288665;8.29166;8.470112;8.36981;8.41173;8.556541;8.472945;9.03822;8.399205;8.765851;8.251756;8.50593
SMG9 ;7.73504;7.640531;7.702066;7.65912;7.610621;7.947577;7.958144;7.850551;7.891191;7.944213;7.729964;7.892809
NID1 ;10.98359;11.10097;11.04356;10.95791;11.03667;11.28711;11.33286;11.10163;11.28466;11.37335;11.07075;11.27762
STK17B ;6.473595;6.46063;6.581724;6.626396;6.476408;6.843808;6.784702;6.783545;6.651064;6.738309;6.493131;6.756797
KIAA0226 ;6.677545;6.866046;6.641142;6.642421;6.829364;7.067328;7.180687;6.89607;6.967458;7.064279;6.816922;6.836414
LOC644172 ;5.893825;5.876237;5.847731;5.987366;6.008169;6.101432;6.101213;6.21633;6.127862;6.191549;5.84198;6.153038
LOC644172 ;5.893825;5.876237;5.847731;5.987366;6.008169;6.101432;6.101213;6.21633;6.127862;6.191549;5.84198;6.153038
LOC644172 ;5.893825;5.876237;5.847731;5.987366;6.008169;6.101432;6.101213;6.21633;6.127862;6.191549;5.84198;6.153038
FAM124B ;4.534337;3.929139;3.929125;4.408733;4.123982;4.221515;4.342132;4.69531;4.728642;4.531158;4.450013;4.630368
DLG4 ;6.724554;6.809242;6.710927;6.54177;6.416998;6.731342;7.003577;7.292536;6.931747;6.836944;6.647217;6.719407
PRKCE ;5.773949;5.771266;5.788698;5.829231;5.809048;6.324794;5.912758;6.014205;6.116659;6.136126;5.893724;5.905142
ZNF792 ;5.816545;5.65523;5.841616;5.152083;5.831382;6.039435;6.076847;5.977888;6.005966;5.800193;5.69706;5.803054
OTTHUMG00000163492  // AC008427.2 ;4.788964;4.917823;4.89625;4.962595;4.980379;5.182472;5.210457;5.134856;5.22607;5.137612;5.07279;5.186443
LDOC1L ;6.168382;6.384888;6.252636;6.166191;6.343717;6.460369;6.515411;6.458588;6.557782;6.752628;6.272328;6.376408
DOPEY1 ;6.859605;6.594779;6.421401;6.656222;6.520018;7.011038;7.027939;6.734941;6.668653;6.895512;6.574284;6.887917
RALGPS2 ;7.203593;6.934645;6.821964;7.134736;7.008693;7.436047;7.357738;7.823401;7.179345;7.052022;6.922364;6.959604
NDRG2 ;5.081662;4.652474;5.037261;5.02451;5.018713;5.094037;5.183977;5.212202;5.16606;5.080168;4.668932;5.369354
MAGI3 ;6.581862;6.629331;6.751016;6.625727;6.561034;6.820735;7.001347;7.02736;6.779575;7.068757;6.782927;6.775215
FLJ45248 ;5.01822;5.107984;5.507739;5.63993;5.473934;5.793617;5.508963;5.452511;5.75778;5.592766;5.158449;5.514464
STON1-GTF2A1L ;5.441541;5.467136;5.388488;5.525155;5.094982;5.632579;5.769433;5.752609;5.347542;5.52065;5.092826;5.644761
UPK1A ;5.069497;5.004125;5.257842;4.926528;4.889172;5.50372;5.048277;5.347332;5.143785;5.467292;5.100506;5.363313
GPATCH8 ;8.383194;8.168557;8.213782;8.086324;8.113131;8.386513;8.485793;9.009889;8.33258;8.494353;8.385515;8.350628
USP19 ;6.774796;6.651148;6.566514;6.541657;6.776468;6.993171;7.104301;6.745685;6.918338;7.107458;6.71692;6.744391
LENG9 ;6.739683;6.981742;7.267765;6.810145;7.124651;7.314519;6.924613;7.876284;7.049964;7.377832;6.98862;7.213457
THAP8 ;6.355037;6.546347;6.690901;6.553167;6.819101;6.78521;6.823893;6.965675;6.834009;6.955484;6.605577;6.771493
LOC100505761 ;5.538785;5.394569;5.74401;5.726868;5.582674;5.975697;5.932604;5.736656;5.809375;6.06337;5.679527;5.732885
EVC2 ;5.828264;6.088065;6.099474;5.950317;5.925579;6.085756;6.179509;6.357403;6.292964;6.14528;5.911319;6.268246
ZNF568 ;5.766686;6.203516;6.144245;6.160708;6.18049;6.370209;6.461006;6.724556;6.125774;6.21154;6.114331;6.362418
DLGAP5 ;5.706527;5.483832;5.341831;5.427534;5.335319;5.799879;5.867047;5.843241;5.630731;5.614154;5.498552;5.613143
FAHD2B ;4.517676;4.85596;4.824568;4.217595;4.545143;4.751279;4.852296;4.82079;4.935322;4.880783;4.119505;4.605438
SLC16A10 ;4.308839;4.05993;4.237238;4.423704;4.333143;4.572882;4.73636;4.38785;4.383862;4.44323;3.980981;4.443289
C3orf80 ;5.218594;5.468016;5.513762;5.586454;5.393825;5.775691;5.835531;5.755126;5.575369;5.775334;5.734187;5.793635
RCHY1 ;5.409403;5.709877;5.994689;5.855339;5.986185;6.200704;6.065341;6.288716;6.02554;5.956717;5.965112;6.065947
NPIPA5 ;8.919845;8.70461;8.742174;8.793806;8.740236;9.042213;9.121227;9.002985;9.097559;8.984386;8.855068;8.977352
KDM6A ;6.813188;6.663679;6.815562;6.708341;6.532512;7.022878;6.887763;7.303977;6.789835;6.930326;6.611913;6.836908
ZNF132 ;5.251832;5.312615;6.014547;5.694694;5.770761;6.299084;6.026052;5.853837;5.920705;5.623292;5.532549;5.697804
OTTHUMG00000166306  // RP11-958N24.2 ;6.45912;6.302804;6.857771;6.552318;6.780757;6.387339;7.013831;7.050853;6.863618;6.875937;6.469963;7.002728
OTTHUMG00000018330  // RP11-222A11.1 ;7.084057;7.053727;7.189929;7.193458;7.144101;7.40452;7.483132;7.756899;7.393771;7.250449;7.09463;7.11133
RAB3IL1 ;6.146053;5.835742;5.986691;6.133382;5.952951;6.506154;6.049485;6.20694;6.258027;6.342622;5.997817;6.281063
ZBTB9 ;6.0938;6.218817;5.753164;5.906238;6.086978;6.173582;6.318242;6.311218;6.100797;6.506389;6.062489;6.338251
THEMIS2 ;5.147219;5.25507;5.154018;5.216495;5.145371;5.360024;5.299466;5.374056;5.588433;5.365938;4.954871;5.414239
MRFAP1L1 ;7.503542;7.6532;7.577032;7.776815;7.53991;7.883704;7.799131;8.316707;7.717371;7.672836;7.549285;7.886001
TGFB1 ;10.12672;10.09172;10.10829;10.04065;10.05808;10.42685;10.46756;10.05358;10.39276;10.43772;10.20446;10.41088
CPEB3 ;4.974674;4.696326;4.308386;4.795165;4.397295;5.071664;4.993835;5.097057;4.735966;4.569123;4.490441;4.977776
H1FNT ;4.309123;4.145012;4.455162;4.157393;4.188838;4.450809;4.355818;4.30126;4.63215;4.509324;4.018956;4.641546
AGAP9 ;7.962544;7.907287;7.931334;7.974999;7.892175;8.271;8.162228;8.420664;8.119665;8.064158;7.960875;8.114233
SNHG8 ;8.5829;8.069249;8.295547;8.466712;8.282651;8.093772;8.130887;7.922337;7.955369;7.976063;8.395262;8.120613
PHLDA2 ;8.468508;8.642931;8.508534;8.417534;8.499297;8.225742;8.052383;8.251488;8.175744;8.29454;8.425613;8.201887
CCT3 ;10.15277;10.04085;10.01674;10.16866;10.14091;9.906109;9.914986;9.753753;9.672072;9.837788;10.09002;9.770142
SNORA84 ;8.533279;8.521892;8.389355;8.448434;8.461441;8.28277;8.578954;7.388746;8.21485;8.256638;8.614232;8.020576
RNF126P1 ;5.226607;5.442302;5.287025;5.150757;5.497633;4.806437;5.155725;4.905509;5.352778;5.152483;5.365216;4.488935
MIR3689B ;6.121859;6.123203;6.177653;6.245761;6.120878;6.015284;5.752659;5.95083;6.095407;5.534962;6.269226;5.795491
ETS1 ;7.858318;7.83872;7.900861;7.761813;7.68127;7.534295;7.616194;7.700715;7.471488;7.445565;7.914577;7.380573
SMYD3-IT1 ;5.501501;4.704944;4.72841;5.189664;5.129666;4.354776;4.347568;5.02248;4.668912;4.748979;5.168483;5.026544
FADS2 ;7.212762;7.100159;7.04675;6.987499;7.16835;6.826164;6.801622;6.38292;6.770514;6.854448;6.961428;6.926686
GNAI1 ;6.907826;6.948143;7.004073;7.112829;7.058106;6.708834;6.827721;6.671545;6.855928;6.513406;7.004261;6.658551
SUPT4H1 ;9.251229;9.42491;9.469583;9.447081;9.349731;9.023623;9.183427;9.219783;9.069739;9.068062;9.401708;9.029991
ZWILCH ;7.654073;7.41067;7.541185;7.734934;7.517399;7.496998;7.138503;7.615126;6.901759;7.243778;7.496931;6.877456
FAM115C ;6.163977;6.026756;5.780325;6.210309;5.864338;5.770885;5.617968;5.600743;5.776352;5.949537;6.143312;5.53948
NOL7 ;8.360283;8.291135;8.354434;8.322662;8.260342;8.082667;8.03384;8.115921;8.035398;7.978609;8.329478;8.00471
OTTHUMG00000037519  // RP11-496N12.6 ;4.334322;4.384458;4.542683;4.33462;4.61718;4.208458;3.816411;4.229137;4.26482;4.365608;4.472917;3.813507
LUM ;7.971405;7.740268;8.131761;7.930692;7.773637;7.639565;7.633922;7.638802;7.553868;7.5901;7.819872;7.495567
COG1 ;8.200441;8.365449;8.443738;8.566753;8.407728;8.185912;8.153449;8.153331;8.10186;8.032265;8.536791;8.101968
POLR2C ;8.4604;8.555039;8.552485;8.505043;8.422779;8.383286;8.218929;8.060328;8.20082;8.276486;8.590821;8.183855
SLC39A8 ;7.562982;7.617344;7.613325;7.745586;7.57229;7.114986;7.327761;7.488007;7.419848;7.238065;7.69336;7.406463
APPL2 ;8.169521;8.124344;8.168484;8.185048;8.081447;7.983811;7.867652;7.897566;7.779447;7.861541;8.189501;7.836383
DPP4 ;10.54891;10.60071;10.69137;10.69419;10.56161;10.33898;10.29735;10.50986;10.28479;10.25441;10.61556;10.28421
SNORD121A ;5.771919;5.624439;5.050682;5.3907;5.397274;5.245713;5.274326;3.936362;4.942241;5.374596;5.136284;5.084584
MPDU1 ;5.65982;5.595967;5.607701;5.574826;5.731648;5.468053;4.992337;5.214906;5.45529;5.426668;5.645978;5.386027
PNRC2 ;7.859459;7.623209;7.679169;7.647157;7.578114;7.663904;7.533695;6.659384;7.631413;7.419894;7.582456;6.772069
CKMT2 ;5.320311;5.539879;5.333615;5.582357;5.213044;5.221692;4.938466;4.966681;5.164333;5.088704;5.221528;4.953718
HOXB7 ;4.904368;5.016456;4.847798;5.198265;4.933156;4.42921;4.659425;4.526878;4.849328;4.873708;4.982782;4.645083
SNORD58C ;7.573644;7.315051;7.475153;7.373886;7.533455;7.351024;7.278903;6.433971;7.134942;7.321387;7.55151;7.172591
SDHC ;7.637715;7.698389;7.621014;7.683521;7.730035;7.450243;7.450725;7.264199;7.336738;7.518759;7.76848;7.388211
GAS5 ;8.390965;8.266758;8.441807;8.548128;8.357443;8.35181;7.958841;8.117443;8.100729;8.083251;8.561623;8.123198
MTMR2 ;8.724187;8.967242;8.84814;8.79064;8.818033;8.605429;8.332886;8.797691;8.53666;8.378319;8.790659;8.425744
TATDN1 ;5.468446;5.35345;5.140155;5.385221;5.246799;5.446161;4.59319;5.157417;4.846194;5.026849;5.570759;5.019778
FAM47A ;4.909713;5.17288;5.612797;4.842083;4.972322;4.549955;4.354777;4.803984;5.009226;4.617918;4.791066;4.800623
PPIL1 ;8.622128;8.611816;8.596231;8.890202;8.511472;8.232787;8.363793;8.691522;8.078263;8.305942;8.618735;8.234653
PCAT1 ;4.46083;4.674356;4.698908;4.413149;4.675088;4.371997;4.13368;4.34991;4.4275;4.370722;4.841849;4.24981
CLK2P ;6.343836;6.190215;6.217314;6.305562;6.673891;6.270106;5.958576;5.676485;5.367085;5.875115;6.19304;6.513539
RPS5 ;11.42104;11.37346;11.35032;11.47022;11.37205;11.16258;11.13503;10.75142;11.13645;11.10897;11.34554;11.2099
MRPL24 ;7.549291;7.501575;7.487254;7.52045;7.508301;7.307199;7.269728;7.149985;7.229045;7.215561;7.43174;7.158171
DAPK3 ;8.72082;8.686115;8.76992;8.715827;8.59479;8.485326;8.452563;8.29524;8.330656;8.543065;8.693054;8.338643
LOC728431 ;4.750203;5.114963;4.943963;4.940763;5.112936;4.730358;4.691249;4.445406;4.780469;4.647;5.149473;4.843458
STOM ;10.43329;10.43752;10.48484;10.4047;10.47369;10.66491;10.65174;10.84526;10.59657;10.69932;10.44821;10.63575
MYRF ;5.200533;5.039918;5.403033;5.651156;5.262347;5.494378;5.506461;5.726142;5.576786;5.760453;5.43157;5.531668
MIR4640  // DDR1 ;6.929789;6.963956;6.913281;6.892455;7.207838;7.197048;7.125952;7.397385;7.206522;7.325853;7.048902;7.199094
